"Amministratori Comunali - elenco completo provincia di treviso"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"05";"084";"0020";"ARCADE";"TV";"4504";"TRENTIN";"ALESSIO";"M";"09/02/1991";"TREVISO (TV)";"120";"Consigliere";;;"14/05/2023";"25/05/2023";"PER ARCADE NICO PRESTI SINDACO";"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0030";"ASOLO";"TV";"8960";"DALLA ROSA";"FRANCO";"M";"08/10/1956";"ASOLO (TV)";"10";"Sindaco";;;"09/06/2024";"10/06/2024";"PER ASOLO";"Istruzione Secondaria di Secondo Grado";"LAVORATORI AGRICOLI SPECIALIZZATI"
"05";"084";"0030";"ASOLO";"TV";"8960";"BASSO";"LAURA";"F";"15/12/1980";"ASOLO (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;
"05";"084";"0030";"ASOLO";"TV";"8960";"BONSEMBIANTE";"BEATRICE";"F";"14/12/1977";"ASOLO (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;
"05";"084";"0030";"ASOLO";"TV";"8960";"CANIL";"ANDREA";"M";"28/02/1983";"PADOVA (PD)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;;
"05";"084";"0030";"ASOLO";"TV";"8960";"DALLA ROSA";"FRANCO";"M";"08/10/1956";"ASOLO (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;"Istruzione Secondaria di Secondo Grado";"LAVORATORI AGRICOLI SPECIALIZZATI"
"05";"084";"0030";"ASOLO";"TV";"8960";"MIGLIORINI";"MAURO";"M";"18/07/1970";"ASOLO (TV)";"50";"Assessore";;;"09/06/2024";"18/06/2024";;"Istruzione Secondaria di Secondo Grado";"INFERMIERI E ASSIMILATI"
"05";"084";"0030";"ASOLO";"TV";"8960";"BASSO";"LAURA";"F";"15/12/1980";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"BONSEMBIANTE";"BEATRICE";"F";"14/12/1977";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"CANIL";"ANDREA";"M";"28/02/1983";"PADOVA (PD)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"GALLINA";"VALERIA";"F";"16/10/1976";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"LEGA-FRATELLI D'ITALIA-DC-NOI MODERATI-CIVICHE";;
"05";"084";"0030";"ASOLO";"TV";"8960";"GAZZOLA";"MANUEL";"M";"19/03/1994";"CASTELFRANCO VENETO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"MIGLIORINI";"MAURO";"M";"18/07/1970";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";"Istruzione Secondaria di Secondo Grado";"INFERMIERI E ASSIMILATI"
"05";"084";"0030";"ASOLO";"TV";"8960";"PETRIN";"EMMANUELE";"M";"22/12/1975";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"PIVA";"MARCO";"M";"05/12/1968";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"LEGA-FRATELLI D'ITALIA-DC-NOI MODERATI-CIVICHE";"Istruzione Secondaria di Secondo Grado";"GEOMETRI E PERITI EDILI"
"05";"084";"0030";"ASOLO";"TV";"8960";"RIGO";"SONIA";"F";"29/08/1976";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"SCANDIUZZI";"CRISTINA ELENA";"F";"20/09/1993";"ROMANIA";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"PER ASOLO";;
"05";"084";"0030";"ASOLO";"TV";"8960";"SILVESTRINI";"ROSY";"F";"17/08/1976";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"ASOLO PER TUTTI";;
"05";"084";"0030";"ASOLO";"TV";"8960";"VENDRASCO";"GIORDANO";"M";"11/11/1964";"BASSANO DEL GRAPPA (VI)";"120";"Consigliere";;;"09/06/2024";"10/06/2024";"ASOLO PER TUTTI";"Istruzione Secondaria di Primo Grado";"BIBLIOTECARI, IMPIEGATI DI ARCHIVIO E ASSIMILATI"
"05";"084";"0040";"BORSO DEL GRAPPA";"TV";"5913";"SALLUSTO";"ALESSANDRO";;;;"0";"Commissario Prefettizio";;;"12/06/2022";"29/11/2024";;;
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"MOSOLE";"CRISTIANO";"M";"25/12/1980";"TREVISO (TV)";"10";"Sindaco";;;"12/06/2022";"12/06/2022";"OBIETTIVO COMUNE";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"BATTISTEL";"ANDREA";"M";"09/02/1995";"TREVISO (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"BORTOLUZZI";"MARIAROSA";"F";"08/02/1970";"TREVISO (TV)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"CATTARIN";"CHIARA";"F";"23/03/1993";"TREVISO (TV)";"50";"Assessore";"Vicesindaco";;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"BATTISTEL";"ANDREA";"M";"09/02/1995";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Laurea Magistrale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"BIN";"LUANA";"F";"20/09/1970";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"CIVICA PER BREDA";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"BORTOLUZZI";"MARIAROSA";"F";"08/02/1970";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"CATTARIN";"CHIARA";"F";"23/03/1993";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Laurea Magistrale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"GUIZZO";"CHRISTIAN";"M";"20/02/1996";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Istruzione Secondaria di Secondo Grado";"ARTIGIANI E OPERAI SPECIALIZZATI"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"MARCASSA";"ANGELICA";"F";"13/05/1993";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Laurea Magistrale";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"MARCHETTO";"MICHELE";"M";"30/04/1969";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Istruzione Secondaria di Primo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"MORATTO";"MARINO";"M";"21/07/1969";"TREVISO (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"CIVICA PER BREDA";"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"PAVAN";"MASSIMO";"M";"01/09/1957";"BREDA DI PIAVE (TV)";"120";"Consigliere";;;"12/06/2022";"27/09/2023";"OBIETTIVO COMUNE";"Istruzione Secondaria di Secondo Grado";"TECNICI CON MANSIONI ESECUTIVE ESCLUSE LE PROFESSIONI AGRICOLE"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"ROSSETTO";"MORENO";"M";"14/09/1963";"BREDA DI PIAVE (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"CIVICA PER BREDA";"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE INDUSTRIALI, DEI TRASPORTI, DEL CREDITO DEI SERVIZI"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"ZAMPERLA";"GUENDALINA";"F";"24/04/1996";"BOLZANO (BZ)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"OBIETTIVO COMUNE";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0050";"BREDA DI PIAVE";"TV";"7750";"ZANETTE";"FIORENZA";"F";"16/09/1965";"BREDA DI PIAVE (TV)";"120";"Consigliere";;;"12/06/2022";"24/06/2022";"CIVICA PER BREDA";"Istruzione Secondaria di Secondo Grado";"IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"ALTIN";"FRANCESCA";"F";"26/07/1981";"MONTEBELLUNA (TV)";"10";"Sindaco";;;"09/06/2024";"09/06/2024";"FORZA ITALIA-FRATELLI D'ITALIA-PROGETTIAMO CAERANO";"Laurea Magistrale";"Procuratori legali e avvocati ed esperti legali in imprese o enti pubblici"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BONORA";"MARCO";"M";"17/12/1968";"MONTEBELLUNA (TV)";"50";"Assessore";"Vicesindaco";;"09/06/2024";"26/06/2024";;"Istruzione Secondaria di Secondo Grado";"Dirigenti di altri Enti (di ricerca, ecc.), Istituzioni (scolastiche, sanitarie, ecc.), Università, Aziende di natura pubblica non economica"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"DANIELI";"MATTEO";"M";"15/04/2000";"MONTEBELLUNA (TV)";"50";"Assessore";;;"09/06/2024";"26/06/2024";;"Istruzione Secondaria di Secondo Grado";"Studenti"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"MAZZOCCATO";"MIRCO";"M";"19/07/1976";"CRESPANO DEL GRAPPA (TV)";"50";"Assessore";;;"09/06/2024";"26/06/2024";;"Istruzione Secondaria di Secondo Grado";"Geometri, periti edili e altre professionalità assimilabili a quelle della categoria"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"SELLE";"SABRINA";"F";"18/10/1976";"VALDOBBIADENE (TV)";"50";"Assessore";;;"09/06/2024";"26/06/2024";;"Istruzione Secondaria di Secondo Grado";"Imprenditori, gestori e responsabili di piccole imprese"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BALDIN";"STEFANIA";"F";"26/12/1975";"ASOLO (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"FORZA ITALIA-FRATELLI D'ITALIA-PROGETTIAMO CAERANO";"Istruzione Secondaria di Primo Grado";"Imprenditori, gestori e responsabili di piccole imprese"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BALLAN";"FABIO";"M";"30/07/1968";"SANTA GIUSTINA IN COLLE (PD)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"NUOVORIZZONTE";"Laurea Magistrale";"Specialisti in scienze sociali (scienze economiche, sociologiche, antropologiche, psicologiche, storiche, artistiche, politiche, filosofiche)"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BAU'";"ADRIANA";"F";"21/08/1983";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"FORZA ITALIA-FRATELLI D'ITALIA-PROGETTIAMO CAERANO";"Istruzione Secondaria di Primo Grado";"Addetti ad attività ausiliarie di ufficio (uscieri, commessi, lettori di contatori, ecc.) o di magazzino, spostamento merci e comunicazioni (facchini, addetti allo spostamento, imballaggio e consegna merci e al magazzino, portalettere e fattorini, centralinisti, ecc.)"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BONORA";"MARCO";"M";"17/12/1968";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"FORZA ITALIA-FRATELLI D'ITALIA-PROGETTIAMO CAERANO";"Istruzione Secondaria di Secondo Grado";"Dirigenti di altri Enti (di ricerca, ecc.), Istituzioni (scolastiche, sanitarie, ecc.), Università, Aziende di natura pubblica non economica"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"BROMBAL";"ORLANDO";"M";"18/09/1949";"MONTEBELLUNA (TV)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"LEGA-CIVICA PER CAERANO";"Istruzione Secondaria di Primo Grado";"Pensionati e persone ritirate dal lavoro"
"05";"084";"0060";"CAERANO DI SAN MARCO";"TV";"7849";"DAL PRA'";"EUGENIO";"M";"15/07/1965";"THIENE (VI)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"NUOVORIZZONTE";"Istruzione Secondaria di Secondo Grado";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive"
